,sentiment,text,confidence
223,positive," In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007",1.0
224,positive," In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",1.0
225,positive," In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million",1.0
226,positive, Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million,1.0
227,positive," Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004",1.0
228,positive, Marimekko Group 's full-year net sales are estimated to increase by about 10 %,1.0
229,positive, Net sales surged by 30 % to EUR 36 million,1.0
230,positive," Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier",1.0
231,positive," October-December sales were 302 mln eur , or a 25.3 pct increase year on year",1.0
232,positive," Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004",1.0
233,positive, Olvi expects sales and market share to increase in the first quarter of 2010,1.0
234,positive, Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005,1.0
235,positive, Operating profit of the Asian plants grew markedly,1.0
236,positive," Operating profit totaled EUR 825mn , up from EUR 763mn in 2004",1.0
237,positive," Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year",1.0
238,positive, Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,1.0
239,positive, Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn,1.0
240,positive," Profit per share was EUR 1.03 , up from EUR 0.87",1.0
241,positive, Return on capital employed rose by 4.8 percentage points to 19.6 %,1.0
242,positive," Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday",1.0
243,positive, Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million,1.0
244,positive, Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter,1.0
245,positive, Sales in Finland rose by 3.9 % and international growth was 0.7 %,1.0
246,positive, Sales of security and system packaging increased slightly,1.0
247,positive, Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn,1.0
248,positive, The company 's market share is continued to increase further,1.0
249,positive," The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009",1.0
250,positive," The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo",1.0
251,positive," The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier",1.0
252,positive, The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006,1.0
253,positive, The group 's 12-month operating profit grew 31 percent to 337.8 million euros,1.0
254,positive, The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007,1.0
255,positive, The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million,1.0
256,positive, The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m,1.0
257,positive," The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009",1.0
258,positive, The value of the firm 's forestry holdings increased by SEK 3.6 bn,1.0
259,positive, Turnover rose to EUR21m from EUR17m,1.0
260,neutral, Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m,1.0
261,neutral," The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people",1.0
262,neutral, Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397@neutral 4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc.,1.0
263,neutral," A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces",1.0
264,neutral," German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger",1.0
265,neutral, Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006,1.0
266,neutral, It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland,1.0
267,neutral, It has80 branches in Finland with annual revenue in Finland of ?@neutral Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services,1.0
268,neutral," SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch@neutral The contract value amounts to about EUR11m , the company added",1.0
269,neutral, Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date,1.0
270,neutral," ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced",1.0
271,neutral," Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories",1.0
272,neutral," Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float",1.0
273,neutral, Rental of building equipment accounted for 88 percent of the operating income,1.0
274,neutral," Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations",1.0
275,neutral, Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989,1.0
276,neutral," The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts",1.0
277,neutral, The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees,1.0
278,neutral," The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000",1.0
279,neutral," The contract covers the manufacturing , surface-treatment and installation of the steel structures",1.0
280,neutral, The order also includes start-up and commissioning services,1.0
281,neutral, The phones are targeted at first time users in growth markets,1.0
282,neutral, Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005,1.0
283,neutral," Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010",1.0
284,neutral," Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004",1.0
285,neutral, VNH generates annual net sales of about 5 mln eur and employs 21 people,1.0
286,negative," Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars",1.0
287,negative, Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing,1.0
288,negative," However , the growth margin slowed down due to the financial crisis",1.0
289,positive," HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales",1.0
290,positive," Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters",1.0
291,positive, The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive,1.0
292,positive," Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year",1.0
293,positive," Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group",1.0
294,positive, It estimates the operating profit to further improve from the third quarter,1.0
295,positive, Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010,1.0
296,positive, Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects,1.0
297,positive, The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific,1.0
298,positive, With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients,1.0
299,neutral," Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320",1.0
300,neutral," Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd.",1.0
301,neutral," The offer of some 30 million shares aimed to raise more than x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said",1.0
302,positive," Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products",1.0
303,positive," We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services",1.0
304,positive," With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia",1.0
305,positive," Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009",1.0
306,positive," Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom",1.0
307,positive," ( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera@positive The bank sees a potential for Getinge share to rise",1.0
308,positive," The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006",1.0
309,positive, The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007,1.0
310,positive," The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005",1.0
